,position,company,location,details
388,Business Reporting Analyst I (Remote),CUNA Mutual Group,"Rapid City, SD","Posted by
Chams (Shah-ms) Habib 🇲🇬 🇫🇷 🇨🇦 🇺🇸
Bilingual French Corporate Recruiter - Remote Positions US/Canada
Send InMail
In a learning capacity, and under guidance of more senior employees, this position is responsible for data analysis of one or more domains within the business. The Analyst utilizes strong business acumen and analysis skills to understand and quantify the steps required, impacts, and benefits associated with implementing or changing business process, rules, policy, etc. to impact performance. (Open to candidates within the Continental US)

The Analyst is responsible for investigating business situations, identifying, and evaluating options for improving business systems, defining requirements, and ensuring the effective use of information in meeting the needs of the business.

Job Responsibilities

Performs the following core functions in a learning capacity and under guidance of more senior Analysts:

Business Domain Analysis
Learns applicable business concepts, processes, and systems for business domain
Learns core metrics and key performance indicators for business, leading and lagging indicators and related historical performance
Applies business knowledge to data analysis
Understanding and support of core metrics and key performance indicators for business, leading and lagging indicators and related historical performance
In a learning capacity, understand and quantify the steps required, impacts, and benefits associated with implementing or changing business process, rules, policy, etc to impact performance
In a learning capacity, identify relationships in data, changes and trending over time
Business Data Modeling, Reporting, & Business Intelligence
Uses existing procedures to solve standard problems; analyses information and standard practices to make judgments
Impacts quality of own work; works within standardized procedures and practices to achieve objectives and meet deadlines
Manages own workload and provides technical contribution
Applies general knowledge of business development through education or experience
Develops a basic understanding of CUNA Mutual, its products/services, and the insurance industry
Collect, manipulate, and analyze datasets
Translates the requirements to physical and financial aspects, such as software and hardware specifications
Facilitates the design and implementation of new data systems/processes
Captures and maintains specific meta data elements
Utilizes standard formulas and methods as are common in the industry and relevant to the current data in all phases (collection, analysis, reporting): Example variations and averages, create and interpret histograms
Assists with periodic reporting on quality metrics
Business Data Communications
Readily cooperates, shares information, and provides suggestions to meet team goals
Exchanges straightforward information, asks questions and checks for understanding
Adapts to new situations such as teams, projects, or work processes
Prepares reports or visualizations: graphs, charts, dashboards
Serves as a liaison between internal and external technical and business groups.
Works as part of a team dedicated to maintaining and enhancing the overall usefulness, integrity, and security of data across the enterprise.
Uses reports and analyses to help management make decisions and set goals
Champions relevant data to appropriate users in an organization and monitor the published data sources for usage/relevance/quality feedback.
Job Requirements
BS in Mathematics, Economics, Computer Science, Information Management or Statistics, or related field.
1-3 years related analytics experience in applicable business domain
Business Domain Skills
Understanding of applicable business concepts, processes, and systems for business domain
Understanding of core metrics and key performance indicators for business, leading and lagging indicators and related historical performance
Data Skills
Basic MS-SQL, PL/SQL proficiency
Works with basic tools such as Excel to operate on data
Ability to interpret data models in conjunction with exploratory analysis of a database
Ability to get data into and out of tools (basic ETL)
Data Knowledge
Awareness of where specific business unit or data domain information is housed within the enterprise (e.g., ODS, data-marts, etc.)
Awareness of how data is modeled for a specific business unit or data domain
Awareness of source systems within the enterprise
Data Modeling
Understands basic data modeling concepts/techniques
Basic knowledge of business KPI’s and or relevant data that impacts business units
Can interpret basic business requirements necessary for data model development
Understands conceptual model design
Reporting & BI
Basic understanding of BI applications (PowerBI, Tableau, etc.)
Ability to leverage existing applications such as Excel, Power Query, and Power Pivot to produce actionable reports
Ability to incorporate relevant data (KPI’s) into cohesive and comprehensive reports
Basic ability to develop automated reports using SQL Server Reporting Services (SSRS).
Production Reporting Support
Provide customer assistance to internal and external partners regarding complex reporting questions and issues.
Owns business problem and impact of reporting issues and drives resolution, which may require collaboration with Operations, IT, or other internal or external partners.
Resolves issues by assisting efforts to gather and analyze related information, identify the cause of the problem, design technical solutions, and work with other departments as necessary to test and implement changes.
Attend meetings as necessary to execute all steps of resolution.
Communications
Ability to communicate (written & verbal) with internal team regarding tasks / assignments
Proactive communication to stakeholders (Internal and External)
Compensation may vary based on the job level, your geographic work location, position incentive plan and exemption status.

Base Salary Range

$56,700.00 - $85,100.00

CUNA Mutual Group’s insurance, retirement and investment products provide financial security and protection to credit unions and their members worldwide. As a dynamic and growing company, we strive to create a culture of performance, high standards and defined values. In return for your skills and contributions, we offer highly competitive compensation and benefit packages, significant professional growth, and the opportunity to win and be rewarded.

Please provide your Work Experience and Education or attach a copy of your resume. Applications received without this information may be removed from consideration."
389,Business Analyst,ISO New England Inc.,"Holyoke, MA","Be responsible for making change at ISO New England. As the electrical grid evolves, we need to manage new challenges like storage, intermittent renewables and winter capacity issues. Each of these challenges require that we enhance the systems to ensure the reliable and efficient operation of the power grid. We are searching for an inquisitive hard-working individual to engage with multiple business and technical teams to solve these emerging problems using a variety of skill sets including power system analysis, optimizations, economics, computer skills, project management, documentation and testing.

How You Will Make An Impact
Working with project stakeholders to understand their needs and requirements.
Documenting business requirements so that they are useful to developers and testers.
Sharing your documented requirements with project stakeholders to validate their accuracy.
Working with Project Managers and IT to develop scoping, including estimates, resources and timelines.
Supporting project goals of delivering quality solutions on time and within budgets.
What We Are Looking For
Bachelors degree in Engineering, Math, Science, or equivalent experience.
Demonstrated ability to work independently under demanding time constraints and decision-making capabilities
Experience providing exceptional customer service and working successfully in a team environment
Excellent oral, written and interpersonal skills and advanced writing and presentation skills
Desired Not Required
Experience in the electric power industry.
Understanding of power markets and power system operations.
Experience with GE Market Systems
Proficiency in SQL or other database querying tools.
Proficiency with Confluence and Jira Taskmanager
Proficiency with MS Excel and/or Access
ISO New England oversees the 24/7 operation of the power grid that covers the six-states of New England and administers the region’s $10+ billion “stock exchange” for the buying and selling of wholesale electricity. The power system is constantly evolving as new technologies emerge and energy policies evolve. There is a lot going on at our organization behind the scenes to make sure the grid continuously yields reliable electricity at competitive prices while addressing the unique challenges that come along with our industry.

ISO New England has a mandatory COVID-19 vaccination policy.

What We Offer: ISO New England is located in Holyoke, MA. The company provides a base salary plus bonus, competitive Medical and Dental plan, paid vacation, 401k with company match, retirement plan, continuous training and more. All benefits start on your first day.

Equal Opportunity: We are proud to be an EEO/AA employer. Applicants for employment are considered without regard to race, creed, color, citizenship, religion, sex, sexual orientation, marital status, national origin, age, disability, status as a veteran, Vietnam Era Veteran, or being a member of the Reserves or National Guard.

Drug Free Environment: We maintain a drug-free workplace and perform pre-employment substance abuse testing.

Social Networking Notice: ISO New England reserves the right to review the candidate's postings on any social networking site accessible in the public domain as part of the candidate assessment process.

Apply Now"
390,Business Analyst,"Peckham Industries, Inc.","Brewster, NY","Peckham Industries


Location: Brewster, NY
Date Posted: 01/28/22

Application Instructions

About Us:

Peckham has remained a family-run business since its founding year in 1924.Through our extensive network of hot mix asphalt and ready-mix concrete plants, quarries and liquid asphalt terminals Peckham Industries delivers the highest quality materials and custom solutions to thousands of road construction and road maintenance customers throughout New York and New England (currently Connecticut, Massachusetts and Vermont). In addition, the Company's construction operations include paving and road reclamation services as well as precast/pre-stressed concrete production and erection of multi-level parking structures, specialty buildings and bridge components. To learn more please visit our website at www.peckham.com.


Position Description

Job Summary:

The Business Analyst will be responsible for interfacing with business users, performing analysis and implementations of requests pertaining to the ERP. These requests may include customizations or modifications, enhancements, bug fixes, and data/reporting requests. Additional responsibilities extend to application systems, both 3rd party and custom, that interface with the ERP.

Essential Functions:
Analyze requests coming from various business units as they pertain to the ERP and HR Management System.
Ability to determine system impacts, needs, use case, and business purpose of requests
Communication and coordination with stakeholders in IT and business units regarding system changes
Documenting requests and fulfilling requests in a timely fashion
Routing appropriate requests when needed to other analysts
Deep understanding of information systems and data structures

Position Requirements

Requirements, Education and Experience:
B.S. Required
Four Years' experience working in data, reporting, and/or ERP systems analysis
A minimum of one year demonstrated experience working with SQL
A minimum of one year working on Tableau/Power BI or comparable data visualization tool
Crystal Reports/Business Objects and SSRS experience desirable
Demonstrated understanding of data architecture concepts, including normalization, denormalization, indexes and other data storage concepts
Professional verbal and written English communication skills
Legal right to work in the U. S.

Work Environment/Physical Demands:

This job operates in a professional office environment. This role routinely uses standard office equipment such as computers, phones, photocopiers. This is mostly sedentary outside of travel in an office space. This would require the abilities to sit at a desk, frequent walking, bending or standing, as necessary.

Equal Opportunity Employer

Peckham Industries, Inc. (PII) is an Equal Employment Opportunity (EEO) and Affirmative Action employer. It is our policy to provide EEO to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, pregnancy or pregnancy-related condition, or any other characteristic protected by federal, state or local law.

Under the Americans with Disabilities Act or similar law, if you have a disability and you wish to discuss potential accommodations related to applying for employment at Peckham, please contact HR@peckham.com."
391,"Business Analyst, AMZL, AMZL OTR Planning",Amazon,"Austin, TX","Job Summary

DESCRIPTION

Amazon Logistics (AMZL) is seeking a Business Analyst, Amazon Logistics to identify, create, develop, and integrate innovative solutions and programs that lead to improvements in our last mile delivery network. This position will lead to the development and execution of new Worldwide (WW) transportation initiatives designed to improve and meet the ever-growing demand for last mile capacity.

Key job responsibilities

Retrieve and analyze data using Excel, SQL, Access and other data management systems

Monitor existent metrics, analyze data and partner with internal teams to identify process and system improvement opportunities

Design and implement reporting solutions to enable stakeholders to manage the business and make effective decisions

Support cross-functional teams on the day-to-day execution of the existent program implementation

Drive small to medium operational enhancement projects

Research and implement cost reduction opportunities

Lead a team of individuals based on requirement by supporting and developing them
The following locations are available for this role: Nashville, TN, Arlington, VA, Austin, TX, Santa Monica, CA
A day in the life


Basic Qualifications

Bachelor’s Degree in Business, STEM, Operations, Finance, or related field

3+ years of experience in a business analyst, data analyst or statistical analysis role


Preferred Qualifications

Experience to model and analyze complex logistics networks

Knowledge to reduce transportation, labor and inventory costs through application of logistics and supply chain optimization methodologies

Experience to communicate across all levels of management, peers, and clients

Experience to use route and load optimization tools as well as transportation management systems

Knowledge in Logistics or Transportation

Analyst and Project Management experience

Facilitate ideas and work from concept through to execution

Experience with Tableau, AWS QuickSight, Power BI, or other data visualizations software

Experience with Excel, Access, SQL, Perl, Python, C++, Java or other scripting languages

Knowledge of data warehousing, data mining and data modeling

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1883183"
392,Business Analyst,Amazon,"Atlanta, GA","Job Summary

DESCRIPTION

**POSITION CAN BE LOCATED IN EITHER ATLANTA, GA, NASHVILLE, TN, OR SEATTLE, WA**

Amazon Transportation Services (ATS) Line Haul is looking for a talented Sr. Business Analyst who will own analytics and develop solutions to drive insights and optimization for Network Planning and Forecasting. As a member of this team, you will have an opportunity to be a thought leader in Amazon Logistics and work with a group of talented program managers, product managers, research scientists, software developers, and business leaders to design the Amazon network of the future.

As you further your career as a Business Analyst at Amazon, you will focus on improving corporate reporting frameworks and data visualization. You will analyze performance data, discover and solve real world problems and build metrics and business cases to improve decision making. We are focused on your success and want to build strong leaders within Amazon Transportation Services. You can expect to leverage your analytical skills and have full ownership of the projects you work on.

Responsibilities

Perform complex data analysis to identify opportunities to reduce fulfillment costs as well as improve efficiencies and customer experience

Design, develop and establish KPIs to monitor analysis and provide strategic insights to drive growth and performance

Design, develop and establish KPIs to monitor analysis and provide strategic insights to drive growth and performance

Ability to perform/own reoccurring and ad-hoc business intelligence projects

Develop standardized metrics to evaluate and benchmark pertaining to short and long term network planning and forecasting

Communicate complex analysis and insights to stakeholders and business leaders, both verbally and in writing


Basic Qualifications
Completed Bachelor’s Degree in Business, Computer Science, Finance or related field
3+ years of relevant work experience in a role requiring application of analytic skills in a business analyst, data analyst or statistical analyst role
3+ years of experienced developing requirements and creating requirements documents and process flows
3+ years of experience with Excel, SQL, and MySQL
Experience preparing, reporting and interpreting large sets of data with accompanying business recommendations
2+ years’ experience in using BI tools such as Power BI, Tableau, QuickSight etc
Preferred Qualifications
5+ years of relevant experience in a business analyst, data analyst or statistical analyst role
Advanced technical or business degree (MS or MBA)
Advanced SQL skills
Advanced ability to create self- service reporting platform, draw insights from analysis supported by data and clearly communicate them to the stakeholders and senior management as required
Be self-driven, and show ability to deliver on ambiguous projects with incomplete data
High attention to detail including proven ability to manage multiple, competing priorities simultaneously
Ability to work in a fast-paced environment where continuous innovation is desired
Ability to clearly communicate data insights to others
Ability and interest in working in a fast-paced, ambiguous and rapidly changing environment
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1828213"
393,Sr Business Systems Analyst,American Express,"Sunrise, FL","You Lead the Way. We’ve Got Your Back.

At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day.

As part of GSG, the GSG Operational Excellence (OE) team is responsible for safeguarding the Company’s brand and assets. GSG OE collaborates across key stakeholders to drive the necessary controls and oversight, enabling GSG stakeholders to set the standard for a seamless and differentiated customer experience.

The GSG Issues Management Team has a need for an experienced business analyst to support the CEN/CEN Capabilities Issues Management directorate. The position will be in based in US (Florida) and will partner with India and the U.S. hubs. The individual will need to be technically proficient on servicing platforms and portals for Consumer and Small Business Operations with strong project management skills. The following are the responsibilities of the Business Analyst:
Manage individual Corrective Action Plans (CAPs) and Operational Risk Events (ORE) from initiation to closure
Create and document an end-to-end plan to address compliance gaps and card application remediation
Partner with various technology organizations to deliver timely identification of impacted applications by process gaps and remediation
Drive the closure of CAPs by ensuring all activities are completed timely
Provide quality and accurate documentation through-out the CAP life cycle
Collaborate with business partners to manage activities to reduce compliance impacts
Work with Compliance and Ethics to comply with local market, global, and regional regulations in Operations.
Take a lead role in the management of Loss Event Reporting in Archer and partner with the appropriate group to ensure closure of these events with long term systematic solutions.
Assist in the communication and implementation of policies to achieve control /compliance as required.
Provide support and guidance on training and documentation of policy and procedures for new and existing processes.
Provide control guidance when and if necessary

If you're looking for a challenge that allows you to develop your career, we invite you to join our team and be part of a brand with global presence and global opportunities.

Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.

Amex Flex:

At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way.

When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.
Strong planning skills/project management, experienced with working in a complex operational environment
Excellent interpersonal skills and the ability to develop relationships with business partners and their teams as well as Operational Risk Governance, Compliance and Risk subject matter expert functions outside the business unit
Demonstrated ability to effectively engage, educate, influence, and collaborate across the enterprise to drive results
Intellectually curious, with the ability to ask the “right” questions without having extensive knowledge in a particular business area
Resilient team player and self-motivated with the ability to initiate and execute multiple work streams and ad-hoc tasks simultaneously
Strong analytical skills with the ability to synthesize material from varying sources and convert into short key messages and identify and analyze related trends
Ability to think critically and strategically about the process control environment
Excellent verbal & written communication skills
Well-versed skills in Excel, and PowerPoint
Experience working in a Servicing Environment, the systems utilized, or Issue/Operational Risk Management environment a plus

American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law.

We back our colleagues with the support they need to thrive, professionally and personally. That's why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.

If the role you are applying for is designated as hybrid or onsite, you will be required to demonstrate that you have completed your primary COVID-19 vaccination series (i.e. 2 doses for Moderna/Pfizer and 1 dose for J&J) and, for medically eligible* colleagues, a booster shot, in order to work in or visit any of our offices. This requirement is subject to legally required accommodations.

US Job Seekers/Employees - Click here to view the “EEO is the Law” poster and supplement and the Pay Transparency Policy Statement.

If the links do not work, please copy and paste the following URLs in a new browser window: https://www.dol.gov/agencies/ofccp/posters to access the three posters.

Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for this position."
394,Business Analyst,Logical Resources US,United States,"Senior wmA Business Analyst (Life Insurance and Annuities - Remote)

Basic Qualifications
Bachelor's degree or equivalent combination of education and experience
Bachelor's degree in business administration, information systems, or related field preferred
Six or more years of business analysis experience
Experience working with the interface of information technology with functional groups within an organization
Experience working with business processes and re-engineering
Experience working with computer programming concepts and basic language
10+ years of experience in life insurance and annuities
Experience working with wmA for annuities


The ideal candidate is a team player who will be responsible for working with company data in various business areas. Specific responsibilities include reporting metrics, analyzing methodologies, suggesting operation improvements, and building proposal evaluations in a cross-functional environment.
Responsibilities
Track and report data
Build cross-functional partnerships, internally and externally
Manage budgets
Maintain a competitive market knowledge

Qualifications
Bachelor's degree or equivalent experience
Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc.)
Strong written, verbal and collaboration skills"
395,Advisor Business Analyst - Pharmacy Product,Gainwell Technologies,New York City Metropolitan Area,"Job description:

Summary


Performs moderately complex analyses of business goals, objectives and needs, and the general business environment to align information technology solutions with business initiatives. Acts as liaison between technical personnel and non-technical personnel.


Job Description


Essential Job Functions:



Plans, designs and recommends business processes to improve and support business activities.
Analyzes and documents client's business requirements and processes and communicates these requirements by constructing conceptual data and process models, including data dictionaries and volume estimates from organization.
Creates test scenarios and develops test plans to be used in testing the business applications in order to verify that client requirements are incorporated into the system design. Assists in analyzing testing results throughout the project.
Provides input into developing and modifying systems to meet client needs and develops business specifications to support these modifications.
Facilitates meetings with clients to gather and document requirements and explore potential solutions.
Assists in coordinating business analyst tasks on information technology projects and provide support to other team members.
Assists in analyzing testing results in all phases.
Participates in technical reviews and inspections to verify 'intent of change' is carried out through the entire project.
Assists in providing time estimates for project related tasks.
Assists with developing the methods and procedures required to identify whether current business goals and objectives meet organizational needs.


Work Environment:



Office environment/Remote
Other US Location may be considered
Qualifications


Basic Qualifications:



Bachelor's degree or equivalent combination of education and experience
Bachelor's degree in business administration, information systems, or related field preferred
9 or more years of business analysis experience
Experience working with the interface of information technology with functional groups within an organization
Experience working with business processes and re-engineering
Experience working with computer programming concepts and basic language
Pharmacy experience a bonus.


Other Qualifications:



Interpersonal skills to interact with customers and team members
Good communication skills
Good analytical and problem-solving skills
Presentation skills to present to management and customers
Personal computer and business solutions software skills
Good ability to work in a team environment with multiple team members
Willingness to travel"
396,Federal - Business Analyst,Accenture Federal Services,"Arlington, VA","Organization: Accenture Federal Services

Location: McLean, VA

We Are:

Accenture Federal Services, bringing together commercial innovation with the latest technology to unleash the potential for our federal clients. Every day we bring bold thinking and diverse disciplines to solve problems in new ways. Ready to learn as much as you can We’ll give you numerous opportunities of formal & informal training sessions to keep your tech smarts sharp.

The Work:

Analyze an organization and design its processes and systems, assessing the business model and its integration with technology

Assess current state, identify customer requirements, and define the future state and or business solution

Research, gather and synthesize information.

Here's What You Need:

Familiarity with Agile, DevOps, or Jira

Bonus Points:

Hands-on experience with Agile, DevOps, or Jira

The Extras:

Citizenship Requirements – Must be a US Citizen

An active security clearance or the ability to obtain one may be required for this role

As required by the Colorado Equal Pay Transparency Act, Accenture Federal Services provides a reasonable range of minimum compensation for roles that may be hired in Colorado. Actual compensation is influenced by a wide array of factors including but not limited to skill set, level of experience, and specific office location. For the state of Colorado only, the range of starting pay for this role is $88,100 to $123,400 and information on benefits offered is here: https://www.accenture.com/us-en/careers/local/total-rewards

COVID-19 update:

The safety and well-being of our candidates, our people and their families continues to be a top priority. Until travel restrictions change, interviews will continue to be conducted virtually.

Subject to applicable law, please be aware that Accenture requires all employees to be fully vaccinated as a condition of employment. Accenture will consider requests for accommodation to this vaccination requirement during the recruiting process.

What We Believe

We have an unwavering commitment to diversity with the aim that every one of our people has a full sense of belonging within our organization. As a business imperative, every person at Accenture has the responsibility to create and sustain an inclusive environment.

Inclusion and diversity are fundamental to our culture and core values. Our rich diversity makes us more innovative and more creative, which helps us better serve our clients and our communities. Read more here

Equal Employment Opportunity Statement

Accenture is an Equal Opportunity Employer. We believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion or sexual orientation.

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.

For details, view a copy of the Accenture Equal Opportunity and Affirmative Action Policy Statement.

Requesting An Accommodation

Accenture is committed to providing equal employment opportunities for persons with disabilities or religious observances, including reasonable accommodation when needed. If you are hired by Accenture and require accommodation to perform the essential functions of your role, you will be asked to participate in our reasonable accommodation process. Accommodations made to facilitate the recruiting process are not a guarantee of future or continued accommodations once hired.

If you would like to be considered for employment opportunities with Accenture and have accommodation needs for a disability or religious observance, please call us toll free at 1 (877) 889-9009, send us an email or speak with your recruiter.

Other Employment Statements

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States.

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

The Company will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. Additionally, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the Company's legal duty to furnish information."
397,Business Analyst,Collabera Inc.,"Tampa, FL","Posted by
Satyam(Sam) Jain 2nd
Grow your digital career, shape the Next Together!
Send InMail
- Data analysis experience - comfortable analyzing data in Excel along with drafting BRDs/FRDs
- Good with Excel - Pivot/Vlookup
- Power BI knowledge (will train but need to have some exposure)
- 2+ years experience as business/data analyst preferred
- Computer science/CIS/accounting/finance - Bachelor's degree preferred












Business Analysis,Data Analysis,Excel,Pivot/Lookup,PowerBI,BRD/FRD/UAT/JAD"
398,Technical Credit Business Analyst,Michael Page,"New York, NY","Technical Credit Business Analyst, reporting directly to the Technical Credit Lead, for a leading financial service company.

Client Details

A leading alternative investment manager focused on private equity, and credit.

Email resume and a summary of your relevant experience to MadisonHaberl @ MichaelPage.US.com.

Description

Technical Business Analyst will be developing and maintaining solutions in the business line while assisting with design, developing tools, technology, and processes which will be sued by the whole business.

Technical Business Analyst will create and maintain documentation, BAU, Design, Analysis, and including but not limited to Transformation and Change.

Email resume and a summary of your relevant experience to MadisonHaberl @ MichaelPage.US.com.



Profile

Experience with trading and order management systems
SQL experience - does not need to write SQL code but be familiar with it
Excel and data integrity
Implementing or analysis around trading & trading systems
Credit experience
Exposure to alternatives house
C level exposure would be ideal
Email resume and a summary of your relevant experience to MadisonHaberl @ MichaelPage.US.com.

Job Offer

Compensation is competitive and based upon experience.

Email resume and a summary of your relevant experience to MadisonHaberl @ MichaelPage.US.com.


MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants."
399,Business Analyst,Amazon,"Seattle, WA","Job Summary

DESCRIPTION

The US 3P Business Organization is seeking an exceptional Business Analyst to drive analysis and insights to help our teams make meaningful business decisions. As a Business Analyst, you will focus on improving the success of Sellers in our store by analyzing data, discovering and solving real world problems, and building metrics and business cases to improve customer experience. We are focused on your success and want to build future leaders within Amazon. A key component of the role is to identify process and system improvement opportunities by monitoring existing metrics, analyzing data, and partnering with many internal teams. In addition, you will design and develop automated reporting solutions to enable stakeholders to manage the business and make effective decisions. Lastly, you will enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format.


Basic Qualifications
3+ years relevant experience in financial/business analysis
Experience defining requirements and using data and metrics to draw business insights
Experience making business recommendations and influencing stakeholders
Experience with SQL
Experience in Excel
BA/BS in Business, Computer Science, Finance or related field
3+ years of relevant work experience in a role requiring application of analytic skills in a business analyst, data analyst or statistical analyst role
3+ years of experienced developing requirements and creating requirements documents and process flows
Proficiency in SQL and advanced proficiency in Excel (including VBA, Pivot Tables, array functions, Power Pivots, etc.)
Prior experience in developing requirements and formulating business metrics for reporting as well as with data visualization (Tableau, QuikSight, Power BI)
Proven analytical problem solving skills in a complex space, attention to detail, and exceptional communication & organizational skills
Ability to manage a broad range of tasks and a track record of efficiently meeting deadlines
An ability and interest in working in a fast-paced, ambiguous and rapidly changing environment
Preferred Qualifications
5+ years of relevant experience in a business analyst, data analyst or statistical analyst role
Advanced technical or business degree (MS or MBA)
Prior experience in analytic modeling and advanced ability to draw insights from analysis supported by data
Proven ability to clearly communicate insights and influence buy-in to stakeholders & senior leaders
Be self-driven, and show ability to deliver on ambiguous projects with incomplete data
Proficiency in 1+ programming language (Python, R, etc)
Advanced working knowledge of data mining using, ETL, data warehouse
Experience using AWS analytical services (e.g., Redshift, Data Pipeline, EMR, Machine Learning, Kinesis)
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1878457"
