,position,company,location,details
465,Data Scientist,S&P Global Market Intelligence,"Connecticut, United States","Segment: Market Intelligence

The Role: Data Scientist III

Location: Boston or Remote, EST Time Zone

GL: 10 (for internal use only)

At S&P Global Market Intelligence, we hire talented people and give them the autonomy and support needed to build amazing technology and products. To do this, we look for people who insist on a bias towards action and encourage open, honest, and efficient collaborations. We dedicate time and resources to explore new ideas and, as a result, we produce technology that is scalable, robust, and useful.

The Team

You will be part of a rapidly growing organization, joining the team of highly motivated and professional Data Scientists and Machine Learning Engineers within the S&P Global Market Intelligence Data Science Team.

The Impact

Market Intelligence provides financial and industry data, research, news and analytics to investment professionals, government agencies, corporations, and universities worldwide. We integrate news, comprehensive market and sector-specific data and analytics into a variety of tools to help clients track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuations, and assess credit risk. Given the incredible scope of MI’s offerings, we are tackling many complex and exciting problems including but not limited to NLP, time series modeling, record linkage, recommendation systems, anomaly detection, and graph theory.

What You’ll Do
Collaborate with a variety of stakeholders across the data, product, commercial, and technology organizations and cross divisionally
Conduct original research on some of the most interesting datasets - both proprietary and open source
Identify, research, prototype, and build predictive products
Analyze, transform, structure, and crunch financial data that is growing in size, diversity, and complexity
Write production-ready code and collaborate with machine learning engineers to deploy ML models
What We're Looking For
Advanced degree in Computer Science, Math, Statistics, Engineering, or related quantitative field
3+ years of experience in data analysis or similar role
Proficiency in Python
Experience with advanced machine learning, natural language processing, and statistics models
Strong statistical knowledge and intuition, especially for applying analysis to real data
Strong communications skills
Strong interest in capital market & economics theory
How To Get Our Attention
Your GitHub/Kaggle profile shows a project or problems you’ve tackled
You have relevant research or publications
You’ve demonstrated success in academic or industry as a key individual contributor.
Compensation/Benefits Information

S&P Global states that the anticipated base salary range for this position is $68,300 to $155,900. Base salary ranges may vary by geographic location.

This role is eligible to receive S&P Global benefits. For more information on the benefits we provide to our employees, visit https://www.spgbenefitessentials.com/newhires.

To All Recruitment Agencies

S&P Global does not accept unsolicited agency resumes. Please do not forward such resumes to any S&P Global employee, office location or website. S&P Global will not be responsible for any fees related to such resumes.

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdfdescribes discrimination protections under federal law.

Equal Opportunity Employer

S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

20 - Professional (EEO-2 Job Categories-United States of America), IFTECH202.1 - Middle Professional Tier I (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

Job ID: 271991

Posted On: 2022-04-17

Location: Boston, Massachusetts, United States"
466,Principal Data Scientist,Amazon,"New York, NY","Description

Amazon Worldwide Advertising is one of Amazon's fastest growing and most profitable businesses. The Advertising Console Product and Technology team is a group of creative individuals whose vision is to make the Amazon Advertising Console (AAC) the most loved and used tool for all advertisers to market and grow their businesses, brands, and products to a global customer base.

The AAC is a collection of federated applications that combine to form the face and brand of Amazon Advertising. ACPT owns the delivery of the software, processes, and tools that allow teams across Amazon to build, support and enhance applications and features that deliver a cohesive advertising experience to all advertisers worldwide. By using our development kit and reusable components, developers can rapidly build features that integrate seamlessly within the suite of advertiser products. We use survey research, data science, machine learning, experimentation, and predictive modeling to understand advertiser dynamics, drive platform optimization, support evidence-based decision making, and help to develop predictive, intelligent features.

As a Principal Data Scientist, you will be responsible for identifying, scoping, and delivering inference-driven features. You will anticipate data and science-related bottlenecks, provide escalation management, anticipate and make trade-offs, and balance business needs versus scientific and technical constraints. An ability to take large, scientifically complex projects and break them down into manageable hypothesis and experiments to inform, functional specifications, then deliver features in a successful and timely manner is expected. Maturity, high judgment, negotiation skills, ability to influence are essential to success in this role.

As a Principal Data Scientist You Will
Partner with business, product, and engineering stakeholders in the development of inference-driven features.
Work closely with business, product, and engineering stakeholders to deliver inference-driven features.
Actively identify existing and new features which could benefit from predictive modeling and productionization of predictive models
Actively identify and resolve strategic issues that may impair the team’s ability to meet strategic, scientific, and technical goals
Partner with research stakeholders to create, maintain, and prioritize the hypothesis and experimentation backlog.
Why you will love this opportunity: Amazon is investing heavily in building a world-class advertising business. This team defines and delivers a collection of advertising products that drive discovery and sales. Our solutions generate billions in revenue and drive long-term growth for Amazon’s Retail and Marketplace businesses. We deliver billions of ad impressions, millions of clicks daily, and break fresh ground to create world-class products. We are a highly motivated, collaborative, and fun-loving team with an entrepreneurial spirit - with a broad mandate to experiment and innovate.

Impact and Career Growth: You will invent new experiences and influence customer-facing shopping experiences to help suppliers grow their retail business and the auction dynamics that leverage native advertising; this is your opportunity to work within the fastest-growing businesses across all of Amazon! Define a long-term science vision for our advertising business, driven from our customers' needs, translating that direction into specific plans for research and applied scientists, as well as engineering and product teams. This role combines science leadership, organizational ability, technical strength, product focus, and business understanding.

Team video ~ https://youtu.be/zD_6Lzw8raE

#adptjobs

#acptjobs


Basic Qualifications
MSc in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field
10+ years of practical experience applying DS to solve complex problems;
Experience with statistics packages such as R, SAS or Python;
SQL experience
Experience distilling informal customer requirements into problem definitions, dealing with ambiguity and competing objectives. Defining and identifying success
Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts.
Experience with end to end feature development (owning feature definition, roadmap development and experimentation
Preferred Qualifications
Experience with problem framing across multiple sub-domains, including forecasting, anomaly detection, classification, and regression.
Expert level knowledge in statistics.
Understanding of various data applications used across large scale distributed systems ( EMR, Spark, Elasticsearch, Hadoop, Pig, and Hive).
Experience leveraging existing ML methods and techniques at scale in production oriented environments.
Combination of technical and business acumen, with ability to advocate technical solutions for science with engineering and business audiences.
Ability to develop experimental and analytical plans for data modeling, use effective baselines, and accurately determine cause-and-effect relations.
Experience in computational advertising.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us


Company - Amazon.com Services LLC

Job ID: A1762249"
467,Data Scientist,"Hire IT People, Inc","Rahway, NJ","This job is sourced from a job board. Learn more
Pl. send resumes to resumes@hireitpeople.com

The Predictive Modeller / Data Scientist who will apply machine learning and statistical modelling methodologies to build the predictive models on product market dynamics, population, revenue, and product launches and other market events.

Your work may include, but would not be limited to:
Markov-chain models,
Regressions,
Time series analysis,
Quantitative decision analysis and decision optimization.
This opportunity allows you to be part of the effort to build the product that supports the decision makers in general management, finance and commercial departments.

Your Responsibilities Will Include
Understanding of the business context of the decisions to be supported
Suggesting the appropriate mathematical approach
Building mathematical or statistical models using the available data
Use of R to design and develop analytical models for advanced techniques such as forecasts, simulations, and optimizations
Development the SW code (quality, documented, and reusable) to execute the predictive models
Communication & collaboration with diverse stakeholders
Assessment of the output of analytical solution and use the data to draw conclusions, identification of options, and making recommendations.
Interpreting the results and provide the advices to the business stakeholders
Building and maintaining of knowledge on the data sources, the data quality and metadata
Recognition of the repeatable situation and suggesting the appropriate level of automation of analytics
Promotion of a culture of modelling and analytics as a differentiator and competitive advantage – an environment that places high value on embedding analytical tools within business processes, and using information to make fact-based decisions.
Staying in touch with modern methodology within predictive modelling
Qualifications

Qualifications and Education Minimum Requirement:
MSc Degree in Mathematics, Statistics, Economics, or other related field.
Desired Experience And Skills (not Compulsory)
Passion for advanced analytics (mathematics) and applying it to predictive modelling
The ability to formulate models, analyze them, and program and run simulations in some appropriate system (for example R)
Extensive knowledge in one or more of the following areas: Mathematical analysis and modelling, probability, stochastic processes, econometrics, time series.
Demonstrated communication and interpersonal skills, including the ability to make high-level presentations for senior executives
Strong analytical and problem-solving skills and ability to work with incomplete or imperfect data, including ability to interpret and use the analytics results within the real business context.
Ability to work both independently and collaboratively within a globally dispersed team.
Proven track records with creation of the analytical SW products of large scope where the collaboration tools and version control systems were leveraged.
For faster process, call to - (202) 719-0200 Ext:127."
468,Data Scientist II,Amazon,"Bellevue, WA","Job Summary

DESCRIPTION

The Central Science Team within Amazon’s People Experience and Technology org (PXTCS) uses economics, behavioral science, statistics, and machine learning to proactively identify mechanisms and process improvements which simultaneously improve Amazon and the lives, well-being, and the value of work to Amazonians. We are an interdisciplinary team, which combines the talents of science and engineering to develop and deliver solutions that measurably achieve this goal.

In collaboration with data, research scientists and engineers, you will build models, tools, and support structures needed to dive deep into data, perform detailed analysis, and present findings to solve business problems. You will work with business partners to communicate the intuition, implication and detail of your analysis and be able to incorporate their feedback into your projects.

Applicants have a demonstrated ability to manage medium-scale modeling projects, identify requirements and build methodology and tools that are statistically grounded. You will have experience collaborating across organizational boundaries.


Basic Qualifications
MS or PhD degree in Computer Science, Mathematics, Statistics, Finance, Machine Learning or related technical field
Experience with data visualization software such as Tableau, Amazon Quicksight.
Experience with data analysis, regression modeling and forecasting, time series analysis. Able to write optimized SQL scripts for analysis and reporting.
Strong background and experience using Python with handling large data sets
Hands-on experience with building pipelines for data extraction, cleaning and transformation is considered a big plus
Demonstrable track record of working on large scale data systems and delivering results in a highly dynamic environment
Preferred Qualifications
Experience in machine-learning methodologies (e.g. supervised and unsupervised learning, deep learning etc.)
Strong background in statistics methodology, applications to business problems, and/or big data.
Comfortable communicating with technical and non-technical audiences.
Able to work in a diverse team
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1904676"
469,Data Scientist - Device Economics,Amazon,"Seattle, WA","Job Summary

DESCRIPTION

Device Economics (DEcon) is looking for a data scientist experienced in applied statistics and machine learning working on business problems to advance critical resource allocation and pricing decisions in the Amazon Devices org. This role will help execute a long-term scientific vision of science-driven demand estimation and pricing. Output will be included in scaled systems to automate existing processes and to maximize business and customer objectives.

Amazon Devices designs and builds Amazon first-party consumer electronics products to delight and engage customers. Amazon Devices represents a highly complex space with 100+ products across several product categories (e-readers [Kindle], tablets [Fire Tablets], smart speakers and audio assistants [Echo], wifi routers [eero], and video doorbells and cameras [Ring and Blink]), for sale both online and in offline retailers in several regions. The space becomes more complex with dynamic product offering with new product launches, new marketplace launches, and improvements to existing devices through software improvements. The Devices Economics team leads in analyzing these complex marketplace dynamics to enable science-driven decision making in the Devices org. Device Economics achieves this by combining economic expertise with macroeconomic trends, and including both in scientific applications for use by internal analysts, to provide deep understanding of customer preferences. Our team’s outputs inform product development decisions, investments in future product categories, product pricing and promotion, and bundling across complementary product lines. We have achieved substantial impact on the Devices business, and will achieve more.

Amazon devices are durable consumer goods that delight customers at purchase and over time, and exhibit complementarities across product lines and product generations. Device Economics seeks an experienced data scientist adept in forecasting, demand estimation, and data augmentation with proven capacity to innovate, scale measurement, and drive rigor.

The candidate will work with Amazon Devices science leadership to refine science roadmaps, models, and priorities for innovation and simplification, and advance adoption of insights to influence important resource allocation and prioritization decisions. Effective communication skills (verbal and written) are required to ensure success of this collaboration. The candidate must be passionate about advancing science for business and customer impact.


Basic Qualifications
Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Undergrad degree in Economics, Business, Finance, Engineering, Statistics, Computer Science, Mathematics, Supply Chain or related field
5+ years of experience in a stakeholder or customer-facing analyst or scientist role
3+ years business experience conducting analyses using e.g. Excel.
Experience with scripting and programming languages e.g. VBA, R, Stata, Matlab, Python, etc.
Experience with statistical models e.g. multinomial logistic regression
Comfortable dealing with ambiguity
Works backwards from the customer to solve their problems
Excellent communication skills
Preferred Qualifications
Masters, MBA, or PhD degree in Economics, Business, Finance, Engineering, Statistics, Computer Science, Mathematics, or related field
8+ years of experience in a stakeholder or customer-facing analyst or scientist role
8+ years business experience conducting analyses using e.g. Excel.
3+ years experience with scripting and programming languages e.g. VBA, R, Stata, Matlab, Python, etc.
3+ years experience with statistical models e.g. multinomial logistic regression
Experience working with Scientists, Economists, Software Developers, and/or Product Managers
Experience in Consumer facing Hardware or Services
Experience in survey design and datasets
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1860315"
470,Data Scientist - BU,BECU,"South Carolina, United States","Are you interested in working for a purpose-driven organization that is owned by, and accountable to, it’s members—not it’s shareholders? Where you can collaborate with teams that help deliver products and services to over 1.3 million members? Then read on—BECU might just be the right fit for you.

BECU is a national leader among financial institutions. With over $29 billion in assets, we’re among the largest credit unions in the nation. We’ve been in business for over 86 years, serving the financial well-being of our community and helping our members achieve life-long financial goals.

Here’s What Else Sets Us Apart
Our members-first ethos.
Unique benefits, perks and workplace culture.
Philanthropy and community involvement.
Remote, flexible and hybrid work opportunities.
To learn more visit becu.org/careers.

Summary

The Data Scientist - BU will lead in developing machine learning and statistical models that will enhance member insights and improve performance forecasting using advanced predictive analytics. The position will be responsible for conceptualizing, building, and deploying algorithms and segmentations that drive concrete results. Conducting exploratory analyses, designing tests, and identifying optimization opportunities will also be critical components of the role. The ideal candidate will be innovative and collaborative, and support BECU’s strategic objective

Responsibilities
Perform all responsibilities in accordance with BECU Competencies, compliance, regulatory and Information Protection requirements.
Enhance and support network optimization initiatives using machine learning and statistical models to analyze and prioritize internal and external network performance drivers. Quantify and effectively communicate the impact of each key driver on the plan.
Use machine learning and statistical models to analyze and prioritize internal and external performance drivers. Quantify and effectively communicate the impact of each key driver on the plan.
Analyze Digital migration and its impact on production capability.
Participate in the enterprise goal-setting process by providing key statistical data to support the advancement of the bottom-up goal-setting methodology.
Contribute to the design and ongoing improvement of BECU’s Member Experience Score.
Effectively communicate results to technical and non-technical groups, such as strategy teams, leadership, and risk management auditors.
Routinely QA and monitor model performance for drift and/or data pipeline errors.
Design and present ad-hoc analyses, profiles and market research as needed, applying valid methodologies.
Code efficient queries that incorporate multiple data sources using business information tools and cloud-based platforms.
Meet privacy, security, and compliance standards for all financial and marketing data operations.
Work with Data Governance to define data processes that are in production.
Qualifications
Bachelor’s degree or equivalent experience in Data Science, Statistics, Computer Science, or Economics required, with an advanced degree preferred.
Minimum five years of in-depth experience with scripting languages (SQL, Python, R, etc.) and statistical software (SAS, MatLab, ML platforms, etc.) required.
Minimum three years of experience in financial, marketing or tech industry preferred.
Familiarity with Alteryx and Google Analytics/BigQuery preferred.
Demonstrated proficiency in visual data analytics tools like Tableau, PowerBI, or Google Data Studio.
Excellent presentation and project management skills required.
Full-time hours required, with additional hours as necessary.
EEO Statement

BECU is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, veteran status, disability, sexual orientation, gender identity, or any other protected status."
471,Data Scientist,Robert Half,"Wyomissing, PA","Description

Serve as the primary business contact representative responsible for the clear definitions of data, ensuring the correct usage and context of data

Developing, documenting, and maintaining definition, production, usage, classification, and compliance rules across multiple business lines to support the enterprise management of data

Collaborating with data owners, SMEs and data custodians to identify and resolve more complex data governance issues in a timely and collaborative manner

Ensure compliance and security of the data. Data stewards are responsible for protecting the data—while providing information on potential risks and offering regulatory guidance.

Supporting the development of processes and procedures for Data Governance and Stewardship; this includes establishing internal policies and standards and enforcing those policies.

Enforcing policy/security/privacy requirements and maintaining data quality and integrity within a respective business data domain and/or subject area

Participating in and facilitating meetings for the Data Governance Council

Creating and utilizing data governance scorecards to support Data Governance Council discussions and decision making

Documenting and recording information, decisions, and recommendations made by the Data Governance Council

Supporting the development of the Data Governance vision and framework while remaining aligned with overall business objectives

Maintain quality of the data using customer feedback, concerns, questions; internally reporting metrics; evaluating and identifying issues; and coordinating and implementing corrections regularly

Serving as Trusted resources who keeps the company adhering to changing data laws locally, regionally, and nationally to avoid penalties or fines

Advocating for data literacy, educating employees and keeping the pulse on new best practices and technology

Monitor data usage to assist teams, share best practice trends in data use, and provide insight into how and where teams can use data to help in day-to-day decision-making

This work is critical to elevate CUBI to a data-driven organization and to support the ever-growing data needs of our business partners. This position will improve team efficiency because this work will be dedicated to this resource and allow other team members to concentrate on their work.

Business Knowledge

Enterprise Thinking

Critical Thinking

Root Cause Analysis

Experience in data flow and business process flow

Experience working with business decision makers

Exceptional presentation and communication skills

Relationship building and networking skills

3+ years of experience in data governance that directly aligns with the specific job functions

Confident, comfortable communicator with strong written and verbal communication skills

Ability to analyze information and to evaluate the implications of a course of action or solution

Evaluate trends in data or information

Intermediate knowledge of assigned domain products, systems and workflows

Requirements

Data Governance, Microsoft SQL

Technology Doesn't Change the World, People Do.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit

© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to"
472,"Sr Data Scientist, Charging Data Modeling",Tesla,"Palo Alto, CA","Role

We are the charging-data-modeling team that uses data analytics to bridge the engineering, service, and deployment of Tesla’s charging infrastructure and to enhance the charging experience worldwide. With over 30,000 Superchargers and several thousand destination charging sites around the world, Tesla’s charging infrastructure aims to accelerate the world’s transition to sustainable transportation by enabling electric mobility without compromises.

We use large-scale data analysis, machine learning, and modeling to retrieve actionable insights for enhancing the charging experience while minimizing the costs to Tesla. We also build the software tools and pipelines needed to maximize the leverage of these insights across our global operations.

Responsibilities

Include, but are not limited to:
Use statistical modeling and machine learning to extract insights on fleet usage, trends, performance
Improve data-driven decision-making through rigorous statistical analysis and clear communication with stakeholders.
Design experiments to understand customer behavior and unlock efficiency in the charger network
Leverage insights to inform planning and optimization of the EV infrastructure
Build reliable, fast, and dynamic data tools, pipelines, and web services
Develop monitoring KPI’s for tracking network performance
Requirements
Bachelor’s, Master’s or PhD in a quantitative field (e.g., Math, Statistics, Computer Science, Operations Research, Engineering)
Strong programming skills with a solid foundation in data structures and algorithms
Proficiency in data analysis, modeling, and web services in Python
Proficiency in SQL relational databases and/or NoSQL databases
Experience with statistical data analysis and machine learning
Preferred
Background in statistical learning with experience in using both supervised and unsupervised models
Experience with experiment design and causal inference methods
Experience with geospatial datasets
Experience with Spark, Hadoop and streaming data
Experience in an agile working environment
Experience working in a global team
Quantitative projects available online (github, blog posts, etc.)
Along with competitive pay, this position is eligible for benefits including:
As a full-time Tesla employee, you will receive full benefits from day 1 for you and your eligible dependents
Aetna PPO and HSA plans (including infertility and transgender coverage)
2 medical plan choices with $0 paycheck contribution
Vision & dental plans (including orthodontic coverage)
Healthcare and Dependent Care Flexible Spending Accounts
Company Paid HSA Contribution when enrolled in the High Deductible Medical Plan with HSA
Company paid Life, AD&D, short-term and long-term disability
401(k) match, Employee Stock Purchase Plans, and other financial benefits
Employee Assistance Program, Sick and Vacation time (Flex Time for salary positions), and Paid Holidays
Back-up childcare and employee discounts
Voluntary plans such as critical illness, hospital indemnity, accident insurance, and pet insurance
Voluntary Identity Theft and Legal Services plans
Adoption and surrogacy benefits"
473,"Data Scientist (remote), Experian Consumer Services",Experian,"Costa Mesa, CA","Company Description

Experian Consumer Services is seeking a Data Scientist to help deliver personalized financial solutions to our customers. The ideal candidate must have the ability to extract insights from data and deliver a ML project from beginning to end, including understanding business needs, training/validating ML models, and deploying ML models to applications. In addition, the candidate must be able to thrive in a complex and fast-paced environment.

About Us, But We’ll Be Brief

Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been named in the 100 “World’s Most Innovative Companies” by Forbes Magazine.

We are seeking a Data Scientist to join our Experian Consumer Services team!

Job Description

What you’ll be doing
Develop machine learning algorithms with huge data sets to solve challenging business questions.
Improve performances of existing algorithms.
Discover new data sources and create new input features for ML models.
Build end to end data pipeline for ML models
Communicate key analytical results to stakeholders.
Qualifications

What your background looks like:
Advanced degree in a quantitative field (Machine Learning, Data science, Computer Science, etc.) or equivalent professional experience.
2+ years of work experience in a quantitative field such as data science or statistical modeling using cloud computing services such as AWS, Google Cloud Platform, Snowflake, Databricks, etc.. Experience with e-commerce and digital marketing is preferred.
Experience with statistical modeling techniques such as regression, support vector machines, and neural nets. Experience with natural language processing is a plus. Experience with deep learning algorithms such as convolutional neural networks and recurrent neural networks is a plus.
Experience with cluster-computing framework, such as Hadoop or Spark.
Experience with analytical tools and programming languages such Python or R. Working knowledge of SQL.
Excellent oral and written communication skills
Perks
During this pandemic, all Experian employees are working remotely. Once it’s safe to do so, we’ll slowly return to our offices however we are in no rush to do this. The safety of our employees is of utmost importance.
15 days of vacation annual accrual, five sick days and two volunteer days (plus eleven paid holidays).
Competitive pay and comprehensive benefits package, with a bonus target of 10%.
Flexible work schedule and relaxed dress code.
Additional Information

Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and it ensures that we live what we believe.

Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and and it reflects what we believe. See our DEI work in action!

If you live in Colorado, Connecticut or New York City, please contact us here for the salary range of this position (include this Job Title in your email). In addition to a competitive base salary and variable pay opportunity, Experian offers a comprehensive benefits package including health, life and disability insurance, generous paid time off including parental and family care leave, an employee stock purchase plan and a 401(k) plan with a company match.

Experian U.S. employees are required to be fully vaccinated for COVID-19.

Experian Careers - Creating a better tomorrow together

Find out what its like to work for Experian by clicking here"
474,Staff Data Scientist- LCT Analytics,Blue Yonder,"Boston, MA","Role : Staff Data Scientist - LCT Analytics

Location : Remote

Primary Duties And Responsibilities

Helps the team get better technically, mentors junior associates, and keeps customer success in focus, in particular:
Is responsible for designing, developing, and testing new algorithms, models, or solving approaches based on machine learning, operation research, or other techniques to solve a Blue Yonder business problem with little or no supervision.
Develops prototypes and proofs of principles for innovative features.
Integrates new models and algorithms into a product solution.
Mentors team with scientific libraries and development tools.
Develops quality software (including test code) according to clean code principles and Blue Yonder standards.
Considers operational aspects of machine learning services in early design stages and strives for more automation and self-service to reduce operational efforts for themselves and the team.
Empowers team members by sharing knowledge and providing hints so they come up with their own solutions.
Leads by example.
Preferred Qualifications
Data Science work in Retail industry settings
1+ years of hands-on combined experience in predictive and forecasting modeling and analysis
Proficiency in Tensorflow, Kubernetes, Kubeflow, Keras.
Strong debugging and analysis skills, for root causing complex issues.
Experience in optimizing, deploying and maintaining models running in real-time at large scale.
Proficiency in manipulating unstructured datasets using Python/SQL.
Our Values

If you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core Values

Diversity, Inclusion, Value & Equality (DIVE) is our strategy for fostering an inclusive environment we can be proud of. Check out Blue Yonder's inaugural Diversity Report which outlines our commitment to change, and our video celebrating the differences in all of us in the words of some of our associates from around the world.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status."
475,"Data Scientist, Digital Media and Search Science",HP,"San Diego, CA","Applies developed subject matter knowledge to solve common and complex business issues within established guidelines and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment within generally defined policies and practices to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues.

Responsibilities
Mines data using modern tools and programming languages.
Defines and implements models to uncover patterns and predictions creating business value and innovation.
Works with the business to understand the business domain perspective.
Effectively tells stories with the data using visualization tools/methods to demonstrate insight impact and business value.
Assures accuracy, integrity, and compliance of cleansed data.
Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
Leads data science project development and delivery.
Collaborates and communicates with project team regarding project progress and issue resolution.
Represents the data science team for all phases of larger and more-complex development projects.
Provides guidance, training and mentoring to less experienced staff members.
Knowledge & Skills
Experience in digital analytics with key focus in search engine advanced analytics and optimization.
Understanding of how to manage disparate unstructured and structured data in a distributed environment.
Experienced in structured and unstructured data and modern data transformation methodologies.
Ability to create advanced analytics models to pull valuable insights from data.
Create stories and visualizations to describe and communicate data insights.
Ability to use creativity to spot trends and tease out patterns in large datasets.
Solid data modeling experience is required with proven application in applying Decision Trees, Regression analysis, Neural Network and other data mining techniques, experience with time series and experimental design.
Ability to apply advanced statistical methodologies such as mixed model (random and fixed effects), simultaneous equations, time series based methods (ARIMA, Causal Autoregressive Mixed Models), neural networks, and multinomial discrete choice. Experience developing and implementing machine learning techniques in real time (e.g. API, PMML, Java, C, RPMML).
Advanced hands on experience in Statistical Software (e.g. SAS, R, Python) and big data environments (e.g. cloud (e.g. AWS, Azure), and on-prem (e.g. Hadoop).
Ability to comprehend and apply principles of advanced calculus, machine learning and advanced other statistical theory.
Work effectively in cross-functional teams, having demonstrated strong partnerships with both internal and external business partners and alliances.
Demonstrated ability to collect and organize data, work effectively with complex relational databases, conduct analysis and report on and apply results to “actionable insights/recommendations.”
Scope & Impact
Collaborates with peers, junior engineers, data scientists and project team.
Typically interacts with high-level Individual Contributors, Managers and Program Teams.
Leads a project requiring data engineering solutions development.
Education & Experience
Master's or PHD degree in Mathematics, Economics, Physics, Computer Science, or equivalent.
Typically 4-6 years’ experience including graduate or postgraduate research.
About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion - it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!"
